employee_id,first_name,last_name,job_title,department,email,phone_number,address,date_of_birth,hire_date,salary,is_active,password
b21386cd-e3c6-4de9-a159-25ccff503c66,Kim,Cantu,Textile designer,Marketing,shannon92@example.com,(534)863-6670x8445,Massachusetts,1967-08-29,2020-11-06,97455,True,)K&r!8*mZ3
fbb4e914-3e96-42c0-bdfd-b7d392cf5ad6,Dennis,Orr,Quantity surveyor,IT,john70@example.com,9337147594,Arizona,1999-07-30,2021-02-25,81575,False,k(H3npAaHM
a7564fb6-19f8-4e06-a7b1-d417ddd06a93,Natasha,Palmer,Teacher- early years/pre,IT,gonzalezveronica@example.net,715.255.3845x7279,Montana,1964-12-10,2024-05-18,99662,True,_1XBkbyR35
67850e81-847b-4a7b-854f-5c33bfd0319f,Michelle,Gray,Retail manager,HR,cruzdeborah@example.org,001-750-420-4978x48415,Massachusetts,1976-03-06,2024-04-06,129310,True,!t79YLOl4#
32ff1747-72c7-40aa-9e87-af26daea784d,Janet,Lee,Sales promotion account executive,HR,ashleypope@example.net,(786)411-1232x913,Missouri,1988-05-14,2020-08-18,64013,True,#4JLHkwy5+
760a80fa-bcdb-48c0-91ff-fb57310a9bdf,Eric,Townsend,Materials engineer,Finance,nathanielbailey@example.com,001-688-992-4525x694,Rhode Island,1964-11-27,2021-09-26,65610,False,sx95iEJj*o
006f12d3-e575-4e8b-b700-a9df7dd42e8a,Jamie,White,Engineer- energy,IT,curtis96@example.org,5812192370,Connecticut,1972-09-06,2021-05-30,62536,False,F65^1Bed^&
fd49440e-d22d-4f4e-b2b1-c9cb2167629d,Jared,Guerra,Publishing copy,Marketing,arthur01@example.com,9568693272,Kansas,1996-08-25,2022-03-17,80100,False,&l4FlPoL$@
931b78f5-9fb2-4fc0-aad6-c0718f950d68,Robert,Carter,Personnel officer,Finance,humphreyerik@example.com,242.829.8409,New Mexico,1983-09-04,2020-08-06,119990,False,5@C5KGlm)2
8cde57b8-10a7-49b3-a80f-365e1218fd22,Antonio,Powell,Administrator- charities/voluntary organisations,Engineering,hayescourtney@example.org,+1-262-575-8044x156,Arkansas,1970-01-31,2023-01-19,123726,False,IQ9AjEij#9
ebb2d5ad-6687-4851-9b78-c3e066c603dd,Timothy,Wagner,Careers information officer,Marketing,prios@example.org,(864)322-9039x35356,Connecticut,1992-11-13,2021-04-14,56253,True,%qVPlO^9f5
d3de1361-899d-4d05-af7a-e6522284b8de,Anthony,Turner,Clothing/textile technologist,Finance,markward@example.net,964-636-5842,Montana,2002-04-03,2022-03-27,127614,True,+Otlh!kCU5
ebe463bf-4e5f-4ec5-9697-2c2fa1256dd6,William,Davis,Volunteer coordinator,Marketing,bhernandez@example.net,231-795-2129x414,Wisconsin,1968-06-17,2020-05-26,75225,False,(7K0jVhvQr
a91be8e6-5937-4951-a630-9555e7cbf82f,Tina,Saunders,Electrical engineer,Sales,karias@example.org,338-688-2188,Louisiana,2001-02-16,2020-03-12,142718,False,J0m8QEy2k$
6697f277-bd60-4f54-b258-a1f6a6e4d094,Julie,Oconnor,Primary school teacher,Marketing,victoriagross@example.org,6264717435,Florida,1963-01-18,2020-04-08,149439,False,m+9v&HdU2L
6c8bcd52-f681-40e7-9661-4e12c6ffbe38,Billy,Fuentes,Scientist- product/process development,Engineering,dennis60@example.com,386-869-1784,Colorado,1961-09-13,2021-12-15,53543,True,&Q2AGYHqJs
ca3c51ea-f072-416a-bd50-a969c8fc03b8,Melissa,Lopez,Engineer- automotive,Marketing,byrdtonya@example.com,597-886-1202x48260,Florida,1980-05-06,2020-04-04,146487,False,+Z34CTpmK#
4440774a-4588-4bd2-a99d-0d01dd9ce1dd,Mary,Vasquez,Immunologist,HR,aaronroth@example.org,979-464-7566,West Virginia,1974-09-17,2023-03-01,119055,False,(1D&G(agpl
70405d52-6a44-47b9-9751-508a0a5de6ef,Shannon,Rodriguez,Psychotherapist- dance movement,HR,alexanderlarson@example.net,+1-897-382-6255,Arizona,1994-12-03,2020-10-17,108212,False,3&j^kt6g_E
279cda34-3803-4031-86a7-8ab343804a00,Richard,Jackson,Sports administrator,HR,thomas85@example.net,566-383-1133,Illinois,1973-10-25,2020-11-20,110188,False,+JWd7QuR)S
f2b143d9-fc64-42c5-9219-bcb39785ea4f,Michael,Glenn,Engineer- technical sales,Sales,williamsisaac@example.org,+1-967-681-0431x91576,Arkansas,1976-03-12,2023-01-08,56580,True,^$LL8S@c9L
84147bc9-8217-4d59-9863-3401c032b571,Jacob,Jones,Chiropodist,IT,pvang@example.org,(208)895-2728x343,Texas,1982-02-08,2022-12-28,132397,True,gzXDWCCX+1
b53cdd33-048d-459c-a0fe-d95b7afb0c32,Mary,Delgado,Retail buyer,HR,kevin29@example.net,+1-882-698-3927x925,North Dakota,1981-11-17,2022-05-10,145120,False,H1gDQMWj#d
2fc72052-ba36-4d40-a32b-d27e59f23785,Michael,French,Production manager,IT,troywilliams@example.net,(811)838-9756x776,Hawaii,1973-12-30,2020-02-17,71493,True,qi7KfODC@W
79417137-cb62-4a5e-81cf-b16efe442952,Sean,Hall,Further education lecturer,IT,manuelmoore@example.com,001-287-806-2093x7528,Indiana,2001-09-11,2023-04-26,57466,False,&vaJ5L7JF_
778bbd0f-8f99-4909-9ae7-feda38f838b0,Mark,Hart,Furniture conservator/restorer,Sales,hmedina@example.net,(977)952-3702,Alaska,1997-09-02,2024-10-25,70757,True,qIe!yt9f$8
a00b63f0-622c-43b3-b00e-bd4335ef11ac,Jose,Moreno,Computer games developer,Finance,flynndana@example.com,(930)963-9703x4369,Wyoming,1980-10-22,2020-02-22,74351,False,(6rS*jKsE%
7448376c-de39-48d5-ab48-7c89891afb14,Eric,Robinson,Chartered certified accountant,HR,lisacolon@example.com,(582)219-4960,Maine,1990-05-04,2020-07-12,127428,False,p_PwZdsr@7
8ff14095-09be-4139-b014-f86555cb5de3,Alexandra,Flowers,Financial planner,HR,nealstephanie@example.com,(971)858-7856x88132,Texas,1960-10-04,2022-08-30,79857,True,DaHsCp#X&7
0a9788ab-f22f-49b3-a3ba-56fbcfcba71b,Lynn,Brown,Garment/textile technologist,HR,bradleymiller@example.org,(740)663-5153,Washington,1982-05-03,2021-09-04,147237,True,(KFbYbq*1v
5c189765-3bcb-4223-8a9e-062fed639297,Erin,Crawford,Call centre manager,Finance,vbyrd@example.com,945-631-9689,Nebraska,1977-07-10,2024-02-20,142414,False,&8RZ^zfW5d
80e4fd27-7140-4389-b38f-00bfa4bd4008,Charles,Johnson,Engineer- petroleum,IT,fpayne@example.net,767-211-6263,Pennsylvania,1961-07-01,2020-01-31,133347,True,&c7dx_RcN6
9895a767-0013-4b55-bdfc-956b6e4cc877,James,Mccarthy,Oceanographer,Sales,amberpeters@example.org,+1-573-317-5190x36175,Mississippi,2000-10-08,2023-12-09,90145,True,&^0kZJx6Fe
140b641e-b897-4ed7-b4e5-ae5e111c8683,Edward,Mckee,Communications engineer,IT,hectorsmith@example.org,(641)312-5512x322,Colorado,1988-01-02,2023-04-21,124566,False,*f8%lhYmq3
7b166d71-fcbf-4e82-8484-07ef3d3ff235,Jasmine,Johnson,Production assistant- television,Marketing,rachelsmith@example.com,+1-542-218-8804,Arkansas,1976-12-20,2020-11-23,99841,False,$2L_wBFpfj
48b1894c-2fa3-49ba-b21c-8912e72a149a,Logan,Brown,Education officer- environmental,Sales,vanessapope@example.com,769-401-0852,Hawaii,2001-03-22,2023-12-10,134020,False,eVm29nAjv@
ff1421b1-e260-45f0-bd32-cfe0b186c41b,Kenneth,Cabrera,Designer- textile,IT,williamssuzanne@example.org,5697772923,North Dakota,1980-12-04,2020-08-27,99826,False,qs))U8DtSa
7da58645-0c9f-430f-9477-e36192179631,Laura,Robles,Radiation protection practitioner,Sales,rose01@example.net,859.624.3342x0543,New Hampshire,1968-07-30,2023-03-10,76543,False,$3Yh77e$f%
f221c246-de26-43e3-9405-d5bba8398f79,Jennifer,James,Naval architect,IT,bruce05@example.org,001-557-543-1139x8375,Maine,1971-08-11,2022-04-01,85595,False,q2+3WAsJ*u
130247e8-dd31-4cf1-b812-136d097500e7,Rebecca,Richmond,Waste management officer,Engineering,thomasharrison@example.net,(742)302-5214,Montana,1976-06-24,2021-06-05,56396,False,!!K2HjkGRE
3d08e3df-b0fe-42bf-b2be-388f5b21c3ba,Nichole,Hale,Therapist- art,Marketing,darylreed@example.net,539-228-5515x774,Michigan,1990-06-02,2020-01-06,124856,True,+eXLyb*@5f
f840afba-55ea-4c67-9fab-56b86419544b,George,Marks,Land,Finance,ptaylor@example.org,995-734-5520,Michigan,1993-04-25,2023-06-19,133244,True,S_6p3wmYPZ
8bc307b2-3a6a-444c-8e8b-635533d0d290,Steven,Diaz,Social research officer- government,Engineering,madison31@example.com,001-977-483-1312x11066,New Jersey,1973-03-13,2020-03-24,104860,False,!9G0v3gLO9
64658184-76f4-492f-8e04-6927108d15a7,Joseph,Hernandez,Editor- film/video,HR,mcmillanchristopher@example.org,(700)308-4456x2755,New York,1983-03-18,2023-07-18,78580,True,*2FJNn^tVc
ef1f7b47-8461-4ae1-a182-386c33e420b4,Katie,Combs,Sports development officer,Sales,brooksfrancisco@example.net,3443161696,Tennessee,1970-08-28,2022-03-01,80234,False,^6UURloV&w
deeb379a-fb63-4af9-9e29-681d2d53b152,James,Erickson,Fitness centre manager,Finance,taylorandrew@example.com,635.594.5801x2617,Colorado,2001-01-14,2022-03-10,61409,True,*8HEpoaipo
53ddb9a4-9939-43b7-99b4-18a9edd4f7be,Timothy,Hooper,Psychiatrist,HR,anthonyfleming@example.org,2649212841,Washington,2002-05-05,2021-09-11,127004,False,)Pv8QdifcH
3c2a50a0-a873-4070-9a91-2f1a7d0ead99,Mary,Shelton,Building control surveyor,Marketing,nbaxter@example.net,929-978-7289x3227,Wyoming,1993-12-01,2021-01-18,82388,False,M&RoMO7s%3
5f8054c0-50c4-467d-a415-c4a41e687ed4,Dylan,Davis,Dietitian,Finance,mcgeebrenda@example.org,(868)494-2266,Alabama,1982-06-29,2022-09-16,68468,True,x8K5QuNT@6
96590ce3-9fd2-4bfb-82f3-20a6abde11e6,Christina,Coleman,Risk analyst,Marketing,amanda96@example.net,+1-893-496-0417,Massachusetts,1994-09-26,2021-06-16,89503,True,%1KyRd4UY+
c5f74642-26ba-4302-9bd2-c7f031275475,David,Walker,Chief Operating Officer,Marketing,arichardson@example.org,(711)838-4609,Alabama,1977-10-27,2020-02-24,94575,False,#ibK2Wx&JA
944f9d52-81c1-4480-8913-8391245b400f,Robert,Wilson,Therapeutic radiographer,Sales,jamesharris@example.net,(811)532-2733x85243,Washington,1989-06-09,2024-01-24,94656,True,E1^TL@mi#4
ca9f824a-9143-46ac-83e8-09f2a6d98dfc,Ryan,Brady,Newspaper journalist,Marketing,tammy28@example.com,(966)527-5995x9111,Virginia,1967-08-20,2021-11-13,70061,False,%V$&88Y%r6
fb62a0cc-8d3a-4e35-85bb-844d4b0d489b,Pamela,Santos,Clinical embryologist,Finance,pbooker@example.net,291-652-1837x645,Connecticut,1980-08-10,2024-06-06,106017,True,j$5Mx7xu%4
6ad3845e-9341-4fad-be1e-4cc7a3994e8b,Charles,Bush,Production assistant- radio,Marketing,fvaughn@example.net,9637399409,Florida,1981-12-01,2022-11-16,95542,False,@LS5j_rn3*
593d88f2-b6cc-430e-ab6f-f27c3f94c5eb,Bryan,Castaneda,Financial trader,Sales,lraymond@example.org,(746)422-3483x3304,Idaho,1984-11-27,2022-07-19,57214,False,D$i6BZ5xHE
a2b71285-e8cc-480b-8942-e4bf8ed8e993,Brian,Perry,Solicitor- Scotland,Marketing,raynatasha@example.com,359-914-3970,Tennessee,1982-11-13,2024-04-17,84053,True,h9GLUYsd+9
66e87119-edf7-4ca1-a2e7-01091fb685a8,Brianna,Calderon,Further education lecturer,Engineering,esteskaylee@example.com,943.416.3812x6335,Hawaii,1963-03-21,2022-11-16,61002,True,&Q_8NquC8s
b4f41f5a-d903-4f30-9c74-963de35f58b6,Debra,Blevins,Surgeon,HR,wallacebrianna@example.com,001-244-212-0182x40707,Maryland,1978-09-14,2020-08-29,117914,False,Ms@7!RDe5f
ed30c66c-e694-4d3b-a00c-d314ccfff6b5,Christina,Gardner,Psychologist- counselling,IT,deckercassandra@example.com,358.728.7333x8403,Kentucky,1964-11-16,2022-12-26,63407,False,*5oE^cp$Vp
9f900728-646c-46da-ac3f-18d8d3ca2147,Jason,Morris,Administrator- arts,IT,wendyarnold@example.org,749-988-6117x1831,Wisconsin,1979-07-11,2020-12-14,63414,False,%#T5(nA7^6
bad832a0-c033-445f-95a0-647e036ef831,Jennifer,Fields,Designer- jewellery,Engineering,qeaton@example.org,001-222-442-4534x4685,Tennessee,1979-11-16,2021-11-14,126353,False,ZGWFVqr!)6
ca4d1e8f-112e-4bd7-b963-3630cae6202e,Leslie,Cortez,Intelligence analyst,Engineering,paul55@example.net,838-862-8622x7016,New York,1974-07-10,2021-07-06,107710,True,4lUOyCnS*A
b0eefe44-4f0c-4706-ab94-945cb0a5b1ca,Stephanie,Holmes,Production designer- theatre/television/film,Marketing,kevinraymond@example.net,(661)704-4903,Hawaii,1961-12-25,2023-10-22,111997,False,+_er0Op2zg
919ad670-0dae-4a02-94ea-74201dfe4133,Kaitlyn,Carter,Metallurgist,Sales,aguirretyler@example.org,(609)965-9681,Colorado,1968-10-02,2022-01-05,124969,True,n80xVtyY_*
a605abbd-53e5-4233-a141-e9253468e75e,Charles,Andrews,Neurosurgeon,Sales,isaacphillips@example.net,540.526.9891x733,Ohio,1959-03-16,2024-06-21,79961,True,T27A4QzX4@
597e2421-38e4-403f-adb7-0b714ecdf04a,Colleen,Schroeder,Orthoptist,IT,ibenson@example.org,001-259-276-3209x856,Tennessee,1988-05-24,2024-07-27,58125,True,&8YsIv7OL&
baa79d1c-0d82-463a-aecc-15bcb3895820,Michael,Jones,Producer- television/film/video,Sales,sandralewis@example.net,(450)785-5725,West Virginia,1995-11-02,2024-06-06,71349,True,SUpj_)na*4
